Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
98841;Omak;WA;48.403174;-119.39066;-8;1;48.403174, -119.39066
98845;Palisades;WA;47.466573;-119.82091;-8;1;47.466573, -119.82091
98943;South Cle Elum;WA;47.186592;-120.95503;-8;1;47.186592, -120.95503
99001;Airway Heights;WA;47.642922;-117.59149;-8;1;47.642922, -117.59149
99102;Albion;WA;46.793604;-117.25208;-8;1;46.793604, -117.25208
99127;Saint John;WA;46.838747;-117.644337;-8;1;46.838747, -117.644337
99148;Loon Lake;WA;48.102048;-117.6013;-8;1;48.102048, -117.6013
99152;Metaline;WA;48.858688;-117.39106;-8;1;48.858688, -117.39106
99154;Mohler;WA;47.376884;-118.3799;-8;1;47.376884, -118.3799
99156;Newport;WA;48.159752;-117.16984;-8;1;48.159752, -117.16984
99181;Valley;WA;48.144634;-117.74564;-8;1;48.144634, -117.74564
99258;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99330;Eltopia;WA;46.467186;-119.06888;-8;1;46.467186, -119.06888
98007;Bellevue;WA;47.610935;-122.14104;-8;1;47.610935, -122.14104
98013;Burton;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98019;Duvall;WA;47.7353;-121.96222;-8;1;47.7353, -121.96222
98050;Preston;WA;47.536015;-121.931195;-8;1;47.536015, -121.931195
98071;Auburn;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98082;Bothell;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98124;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98181;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98287;Silvana;WA;48.037258;-121.682271;-8;1;48.037258, -121.682271
98332;Gig Harbor;WA;47.364321;-122.60011;-8;1;47.364321, -122.60011
98446;Tacoma;WA;47.1309;-122.37589;-8;1;47.1309, -122.37589
98568;Oakville;WA;46.84066;-123.25649;-8;1;46.84066, -123.25649
98580;Roy;WA;46.954282;-122.48754;-8;1;46.954282, -122.48754
98591;Toledo;WA;46.433226;-122.80083;-8;1;46.433226, -122.80083
98599;Olympia;WA;46.978118;-122.702393;-8;1;46.978118, -122.702393
98605;Bingen;WA;45.719294;-121.47838;-8;1;45.719294, -121.47838
98625;Kalama;WA;46.015873;-122.79718;-8;1;46.015873, -122.79718
98938;Outlook;WA;46.364164;-120.09871;-8;1;46.364164, -120.09871
98991;Roslyn;WA;47.221837;-120.993126;-8;1;47.221837, -120.993126
99021;Mead;WA;47.81108;-117.22306;-8;1;47.81108, -117.22306
99031;Spangle;WA;47.432691;-117.37449;-8;1;47.432691, -117.37449
99169;Ritzville;WA;47.107228;-118.43136;-8;1;47.107228, -118.43136
99207;Spokane;WA;47.693741;-117.38829;-8;1;47.693741, -117.38829
99302;Pasco;WA;46.234957;-119.094271;-8;1;46.234957, -119.094271
99346;Plymouth;WA;45.960734;-119.35637;-8;1;45.960734, -119.35637
99349;Mattawa;WA;46.726526;-119.8857;-8;1;46.726526, -119.8857
98029;Issaquah;WA;47.572401;-122.02065;-8;1;47.572401, -122.02065
98104;Seattle;WA;47.60252;-122.32855;-8;1;47.60252, -122.32855
98201;Everett;WA;47.986274;-122.20222;-8;1;47.986274, -122.20222
98238;Conway;WA;48.337796;-122.34517;-8;1;48.337796, -122.34517
98264;Lynden;WA;48.943476;-122.45723;-8;1;48.943476, -122.45723
98273;Mount Vernon;WA;48.414576;-122.35196;-8;1;48.414576, -122.35196
98277;Oak Harbor;WA;48.303774;-122.65093;-8;1;48.303774, -122.65093
98293;Startup;WA;47.870275;-121.76849;-8;1;47.870275, -121.76849
98382;Sequim;WA;48.079979;-123.09916;-8;1;48.079979, -123.09916
98386;Southworth;WA;47.51037;-122.499139;-8;1;47.51037, -122.499139
98448;Parkland;WA;47.136544;-122.422431;-8;1;47.136544, -122.422431
98524;Allyn;WA;47.374343;-122.8388;-8;1;47.374343, -122.8388
98548;Hoodsport;WA;47.446725;-123.21175;-8;1;47.446725, -123.21175
98583;Satsop;WA;47.002178;-123.483596;-8;1;47.002178, -123.483596
98661;Vancouver;WA;45.63873;-122.62846;-8;1;45.63873, -122.62846
98671;Washougal;WA;45.594465;-122.28112;-8;1;45.594465, -122.28112
98850;Rock Island;WA;47.360902;-120.11338;-8;1;47.360902, -120.11338
98923;Cowiche;WA;46.662006;-120.71558;-8;1;46.662006, -120.71558
99013;Ford;WA;47.889348;-117.82325;-8;1;47.889348, -117.82325
99033;Tekoa;WA;47.222328;-117.08133;-8;1;47.222328, -117.08133
99109;Chewelah;WA;48.269784;-117.73437;-8;1;48.269784, -117.73437
99122;Davenport;WA;47.671143;-118.18938;-8;1;47.671143, -118.18938
99153;Metaline Falls;WA;48.858518;-117.29833;-8;1;48.858518, -117.29833
99203;Spokane;WA;47.629091;-117.40636;-8;1;47.629091, -117.40636
98008;Bellevue;WA;47.609222;-122.1155;-8;1;47.609222, -122.1155
98028;Kenmore;WA;47.75287;-122.24736;-8;1;47.75287, -122.24736
98043;Mountlake Terrace;WA;47.790969;-122.30539;-8;1;47.790969, -122.30539
98058;Renton;WA;47.448322;-122.14584;-8;1;47.448322, -122.14584
98240;Custer;WA;48.931679;-122.63256;-8;1;48.931679, -122.63256
98252;Granite Falls;WA;48.070852;-121.82242;-8;1;48.070852, -121.82242
98294;Sultan;WA;47.86527;-121.78899;-8;1;47.86527, -121.78899
98348;La Grande;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98380;Seabeck;WA;47.596122;-122.89456;-8;1;47.596122, -122.89456
98422;Tacoma;WA;47.296007;-122.39835;-8;1;47.296007, -122.39835
98499;Lakewood;WA;47.16632;-122.50844;-8;1;47.16632, -122.50844
98522;Adna;WA;46.571323;-123.298384;-8;1;46.571323, -123.298384
98527;Bay Center;WA;46.630051;-123.95463;-8;1;46.630051, -123.95463
98597;Yelm;WA;46.893352;-122.56719;-8;1;46.893352, -122.56719
98902;Yakima;WA;46.595248;-120.53102;-8;1;46.595248, -120.53102
98934;Kittitas;WA;46.984565;-120.41782;-8;1;46.984565, -120.41782
99032;Sprague;WA;47.273264;-117.99082;-8;1;47.273264, -117.99082
99117;Creston;WA;47.757764;-118.49343;-8;1;47.757764, -118.49343
99118;Curlew;WA;48.890892;-118.64475;-8;1;48.890892, -118.64475
99119;Cusick;WA;48.504786;-117.31689;-8;1;48.504786, -117.31689
99332;Hatton;WA;46.776386;-118.82892;-8;1;46.776386, -118.82892
99337;Kennewick;WA;46.169982;-119.10456;-8;1;46.169982, -119.10456
98037;Lynnwood;WA;47.848237;-122.28348;-8;1;47.848237, -122.28348
98057;Renton;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98107;Seattle;WA;47.66747;-122.37468;-8;1;47.66747, -122.37468
98111;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98247;Everson;WA;48.900256;-122.32095;-8;1;48.900256, -122.32095
98282;Camano;WA;48.185511;-122.48209;-8;1;48.185511, -122.48209
98286;Shaw Island;WA;48.575362;-122.96643;-8;1;48.575362, -122.96643
98295;Sumas;WA;48.971298;-122.20146;-8;1;48.971298, -122.20146
98355;Mineral;WA;46.711036;-122.0348;-8;1;46.711036, -122.0348
98438;Tacoma;WA;47.151297;-122.567631;-8;1;47.151297, -122.567631
98466;Tacoma;WA;47.230402;-122.53272;-8;1;47.230402, -122.53272
98493;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98504;Olympia;WA;46.978118;-122.702393;-8;1;46.978118, -122.702393
98506;Olympia;WA;47.069339;-122.87249;-8;1;47.069339, -122.87249
98533;Cinebar;WA;46.588026;-122.53345;-8;1;46.588026, -122.53345
98843;Orondo;WA;47.745842;-120.09326;-8;1;47.745842, -120.09326
98901;Yakima;WA;46.616199;-120.46481;-8;1;46.616199, -120.46481
98904;Yakima;WA;46.56451;-120.694658;-8;1;46.56451, -120.694658
98953;Zillah;WA;46.418933;-120.26699;-8;1;46.418933, -120.26699
99014;Four Lakes;WA;47.55988;-117.595751;-8;1;47.55988, -117.595751
99017;Lamont;WA;47.197445;-117.85558;-8;1;47.197445, -117.85558
99126;Evans;WA;48.733324;-117.97348;-8;1;48.733324, -117.97348
99130;Garfield;WA;46.983768;-117.19597;-8;1;46.983768, -117.19597
99131;Gifford;WA;48.290089;-118.09326;-8;1;48.290089, -118.09326
99157;Northport;WA;48.897876;-117.81647;-8;1;48.897876, -117.81647
99180;Usk;WA;48.295497;-117.29236;-8;1;48.295497, -117.29236
99252;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99363;Wallula;WA;46.059013;-118.88468;-8;1;46.059013, -118.88468
98004;Bellevue;WA;47.618371;-122.20308;-8;1;47.618371, -122.20308
98040;Mercer Island;WA;47.569271;-122.23233;-8;1;47.569271, -122.23233
98125;Seattle;WA;47.716648;-122.30308;-8;1;47.716648, -122.30308
98129;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98229;Bellingham;WA;48.725417;-122.435478;-8;1;48.725417, -122.435478
98245;Eastsound;WA;48.672312;-122.91972;-8;1;48.672312, -122.91972
98260;Langley;WA;48.030555;-122.44856;-8;1;48.030555, -122.44856
98292;Stanwood;WA;48.222046;-122.38961;-8;1;48.222046, -122.38961
98384;South Colby;WA;47.521803;-122.539637;-8;1;47.521803, -122.539637
98387;Spanaway;WA;47.077796;-122.40517;-8;1;47.077796, -122.40517
98467;University Place;WA;47.203946;-122.52996;-8;1;47.203946, -122.52996
98559;Malone;WA;46.959091;-123.32595;-8;1;46.959091, -123.32595
98562;Moclips;WA;47.254009;-124.20789;-8;1;47.254009, -124.20789
98571;Pacific Beach;WA;47.216861;-124.1974;-8;1;47.216861, -124.1974
98623;Husum;WA;45.807631;-121.487682;-8;1;45.807631, -121.487682
98637;Nahcotta;WA;46.514625;-123.76903;-8;1;46.514625, -123.76903
98643;Rosburg;WA;46.302905;-123.62473;-8;1;46.302905, -123.62473
98664;Vancouver;WA;45.62104;-122.57947;-8;1;45.62104, -122.57947
98834;Methow;WA;48.138528;-120.02851;-8;1;48.138528, -120.02851
98942;Selah;WA;46.726395;-120.56997;-8;1;46.726395, -120.56997
98951;Wapato;WA;46.457731;-120.46721;-8;1;46.457731, -120.46721
99116;Coulee Dam;WA;47.995847;-118.95862;-8;1;47.995847, -118.95862
99123;Electric City;WA;47.907923;-119.06531;-8;1;47.907923, -119.06531
99164;Pullman;WA;46.838747;-117.644337;-8;1;46.838747, -117.644337
99212;Spokane;WA;47.668926;-117.30668;-8;1;47.668926, -117.30668
99215;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99301;Pasco;WA;46.270249;-119.09462;-8;1;46.270249, -119.09462
99322;Bickleton;WA;45.963054;-120.25547;-8;1;45.963054, -120.25547
98103;Seattle;WA;47.671346;-122.34166;-8;1;47.671346, -122.34166
98122;Seattle;WA;47.61157;-122.30406;-8;1;47.61157, -122.30406
98151;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98250;Friday Harbor;WA;48.55113;-123.07563;-8;1;48.55113, -123.07563
98319;Duvall;WA;47.741268;-121.978279;-8;1;47.741268, -121.978279
98359;Olalla;WA;47.43025;-122.57159;-8;1;47.43025, -122.57159
98389;South Prairie;WA;47.137872;-122.09356;-8;1;47.137872, -122.09356
98394;Vaughn;WA;47.336226;-122.78309;-8;1;47.336226, -122.78309
98407;Tacoma;WA;47.28392;-122.50433;-8;1;47.28392, -122.50433
98512;Olympia;WA;46.969793;-122.99802;-8;1;46.969793, -122.99802
98539;Doty;WA;46.637787;-123.2798;-8;1;46.637787, -123.2798
98544;Galvin;WA;46.734909;-123.02536;-8;1;46.734909, -123.02536
98552;Humptulips;WA;47.355226;-123.90189;-8;1;47.355226, -123.90189
98607;Camas;WA;45.60916;-122.40547;-8;1;45.60916, -122.40547
98629;La Center;WA;45.8768;-122.62193;-8;1;45.8768, -122.62193
98638;Naselle;WA;46.370075;-123.76506;-8;1;46.370075, -123.76506
98644;Seaview;WA;46.332077;-124.05517;-8;1;46.332077, -124.05517
98649;Toutle;WA;46.352771;-122.66054;-8;1;46.352771, -122.66054
98686;Vancouver;WA;45.712623;-122.63419;-8;1;45.712623, -122.63419
98832;Marlin;WA;47.290624;-119.03268;-8;1;47.290624, -119.03268
98846;Pateros;WA;48.03925;-119.9395;-8;1;48.03925, -119.9395
99019;Liberty Lake;WA;47.656171;-117.08628;-8;1;47.656171, -117.08628
99023;Mica;WA;47.554592;-117.18352;-8;1;47.554592, -117.18352
99121;Danville;WA;48.977629;-118.51457;-8;1;48.977629, -118.51457
99125;Endicott;WA;46.941628;-117.7293;-8;1;46.941628, -117.7293
99140;Keller;WA;48.080515;-118.69498;-8;1;48.080515, -118.69498
99217;Spokane;WA;47.707542;-117.33776;-8;1;47.707542, -117.33776
99353;West Richland;WA;46.297139;-119.35457;-8;1;46.297139, -119.35457
98052;Redmond;WA;47.677471;-122.12138;-8;1;47.677471, -122.12138
98164;Seattle;WA;47.606139;-122.33186;-8;1;47.606139, -122.33186
98225;Bellingham;WA;48.747578;-122.48508;-8;1;48.747578, -122.48508
98320;Brinnon;WA;47.705616;-122.92868;-8;1;47.705616, -122.92868
98373;Puyallup;WA;47.147862;-122.31864;-8;1;47.147862, -122.31864
98392;Suquamish;WA;47.735065;-122.55751;-8;1;47.735065, -122.55751
98455;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98509;Lacey;WA;46.978118;-122.702393;-8;1;46.978118, -122.702393
98520;Aberdeen;WA;46.972965;-123.81923;-8;1;46.972965, -123.81923
98579;Rochester;WA;46.814438;-123.08647;-8;1;46.814438, -123.08647
98939;Parker;WA;46.56451;-120.694658;-8;1;46.56451, -120.694658
99003;Chattaroy;WA;47.921687;-117.29378;-8;1;47.921687, -117.29378
99012;Fairfield;WA;47.383651;-117.18568;-8;1;47.383651, -117.18568
99029;Reardan;WA;47.693129;-117.86164;-8;1;47.693129, -117.86164
99133;Grand Coulee;WA;47.947097;-119.00713;-8;1;47.947097, -119.00713
99139;Ione;WA;48.736168;-117.4111;-8;1;48.736168, -117.4111
99163;Pullman;WA;46.732705;-117.18648;-8;1;46.732705, -117.18648
99357;Royal City;WA;46.922079;-119.67175;-8;1;46.922079, -119.67175
98012;Bothell;WA;47.84311;-122.20457;-8;1;47.84311, -122.20457
98024;Fall City;WA;47.565642;-121.88638;-8;1;47.565642, -121.88638
98031;Kent;WA;47.388461;-122.19644;-8;1;47.388461, -122.19644
98033;Kirkland;WA;47.67903;-122.1934;-8;1;47.67903, -122.1934
98059;Renton;WA;47.493031;-122.14169;-8;1;47.493031, -122.14169
98067;Bellevue;WA;47.617634;-122.140193;-8;1;47.617634, -122.140193
98106;Seattle;WA;47.53282;-122.35443;-8;1;47.53282, -122.35443
98267;Marblemount;WA;48.499159;-121.43163;-8;1;48.499159, -121.43163
98270;Marysville;WA;48.061269;-122.1588;-8;1;48.061269, -122.1588
98279;Olga;WA;48.63205;-122.81372;-8;1;48.63205, -122.81372
98358;Nordland;WA;48.058323;-122.68794;-8;1;48.058323, -122.68794
98397;Longmire;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98516;Olympia;WA;47.085046;-122.78376;-8;1;47.085046, -122.78376
98564;Mossyrock;WA;46.50494;-122.48668;-8;1;46.50494, -122.48668
98566;Neilton;WA;47.387674;-123.890317;-8;1;47.387674, -123.890317
98593;Vader;WA;46.40521;-122.9827;-8;1;46.40521, -122.9827
98645;Silverlake;WA;46.318482;-122.7757;-8;1;46.318482, -122.7757
98860;Wilson Creek;WA;47.458634;-119.13921;-8;1;47.458634, -119.13921
99110;Clayton;WA;48.012084;-117.57306;-8;1;48.012084, -117.57306
99113;Colton;WA;46.577614;-117.16133;-8;1;46.577614, -117.16133
99176;Thornton;WA;47.117965;-117.41047;-8;1;47.117965, -117.41047
99326;Connell;WA;46.675704;-118.8823;-8;1;46.675704, -118.8823
99336;Kennewick;WA;46.210957;-119.16369;-8;1;46.210957, -119.16369
99402;Asotin;WA;46.230508;-117.12916;-8;1;46.230508, -117.12916
98038;Maple Valley;WA;47.381989;-122.03553;-8;1;47.381989, -122.03553
98046;Lynnwood;WA;48.037258;-121.682271;-8;1;48.037258, -121.682271
98093;Federal Way;WA;47.311041;-122.113791;-8;1;47.311041, -122.113791
98112;Seattle;WA;47.629653;-122.29752;-8;1;47.629653, -122.29752
98115;Seattle;WA;47.68382;-122.30122;-8;1;47.68382, -122.30122
98160;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98161;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98206;Everett;WA;47.859918;-122.284785;-8;1;47.859918, -122.284785
98221;Anacortes;WA;48.495234;-122.61976;-8;1;48.495234, -122.61976
98232;Bow;WA;48.559548;-122.41375;-8;1;48.559548, -122.41375
98243;Deer Harbor;WA;48.612763;-123.02057;-8;1;48.612763, -123.02057
98280;Orcas;WA;48.594255;-122.91828;-8;1;48.594255, -122.91828
98342;Indianola;WA;47.74878;-122.53051;-8;1;47.74878, -122.53051
98366;Port Orchard;WA;47.53587;-122.59905;-8;1;47.53587, -122.59905
98378;Retsil;WA;47.687971;-122.729304;-8;1;47.687971, -122.729304
98402;Tacoma;WA;47.247671;-122.43971;-8;1;47.247671, -122.43971
98421;Tacoma;WA;47.250681;-122.41213;-8;1;47.250681, -122.41213
98465;Tacoma;WA;47.247735;-122.52818;-8;1;47.247735, -122.52818
98602;Appleton;WA;45.844123;-121.29141;-8;1;45.844123, -121.29141
98611;Castle Rock;WA;46.308371;-122.8987;-8;1;46.308371, -122.8987
98635;Lyle;WA;45.726451;-121.19784;-8;1;45.726451, -121.19784
98648;Stevenson;WA;45.669604;-121.91332;-8;1;45.669604, -121.91332
98851;Soap Lake;WA;47.400024;-119.4624;-8;1;47.400024, -119.4624
98855;Tonasket;WA;48.689509;-119.32169;-8;1;48.689509, -119.32169
98903;Yakima;WA;46.550348;-120.62097;-8;1;46.550348, -120.62097
98921;Buena;WA;46.421218;-120.315141;-8;1;46.421218, -120.315141
98930;Grandview;WA;46.260129;-119.90614;-8;1;46.260129, -119.90614
98947;Tieton;WA;46.707735;-120.75713;-8;1;46.707735, -120.75713
99020;Marshall;WA;47.563191;-117.4959;-8;1;47.563191, -117.4959
99022;Medical Lake;WA;47.583754;-117.68812;-8;1;47.583754, -117.68812
99146;Laurier;WA;48.92816;-118.2897;-8;1;48.92816, -118.2897
99170;Rosalia;WA;47.240334;-117.37365;-8;1;47.240334, -117.37365
99179;Uniontown;WA;46.516794;-117.08202;-8;1;46.516794, -117.08202
99204;Spokane;WA;47.648941;-117.43174;-8;1;47.648941, -117.43174
99216;Spokane;WA;47.665819;-117.21699;-8;1;47.665819, -117.21699
99224;Spokane;WA;47.632573;-117.49326;-8;1;47.632573, -117.49326
99309;Mattawa;WA;46.731046;-119.901931;-8;1;46.731046, -119.901931
99343;Mesa;WA;46.581454;-119.12107;-8;1;46.581454, -119.12107
98005;Bellevue;WA;47.611021;-122.16858;-8;1;47.611021, -122.16858
98023;Federal Way;WA;47.309021;-122.36178;-8;1;47.309021, -122.36178
98026;Edmonds;WA;47.821568;-122.33651;-8;1;47.821568, -122.33651
98055;Renton;WA;47.467422;-122.21005;-8;1;47.467422, -122.21005
98060;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98105;Seattle;WA;47.66377;-122.30118;-8;1;47.66377, -122.30118
98168;Seattle;WA;47.491327;-122.3027;-8;1;47.491327, -122.3027
98262;Lummi Island;WA;48.699642;-122.66658;-8;1;48.699642, -122.66658
98283;Rockport;WA;48.509814;-121.48418;-8;1;48.509814, -121.48418
98337;Bremerton;WA;47.569167;-122.63479;-8;1;47.569167, -122.63479
98349;Lakebay;WA;47.268551;-122.76897;-8;1;47.268551, -122.76897
98351;Longbranch;WA;47.200168;-122.77537;-8;1;47.200168, -122.77537
98371;Puyallup;WA;47.196272;-122.31577;-8;1;47.196272, -122.31577
98393;Tracyton;WA;47.626717;-122.649953;-8;1;47.626717, -122.649953
98416;Tacoma;WA;47.264577;-122.482076;-8;1;47.264577, -122.482076
98431;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98497;Lakewood;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98507;Olympia;WA;46.978118;-122.702393;-8;1;46.978118, -122.702393
98513;Olympia;WA;47.00581;-122.75285;-8;1;47.00581, -122.75285
98526;Amanda Park;WA;47.463965;-124.02938;-8;1;47.463965, -124.02938
98532;Chehalis;WA;46.630721;-123.01599;-8;1;46.630721, -123.01599
98581;Ryderwood;WA;46.373347;-123.05308;-8;1;46.373347, -123.05308
98641;Oysterville;WA;46.554;-124.02626;-8;1;46.554, -124.02626
98668;Vancouver;WA;45.801586;-122.520347;-8;1;45.801586, -122.520347
98670;Wahkiacus;WA;45.859065;-121.14615;-8;1;45.859065, -121.14615
98685;Vancouver;WA;45.709555;-122.68473;-8;1;45.709555, -122.68473
98819;Conconully;WA;48.559477;-119.75474;-8;1;48.559477, -119.75474
98858;Waterville;WA;47.63205;-119.90423;-8;1;47.63205, -119.90423
98936;Moxee;WA;46.540842;-120.33322;-8;1;46.540842, -120.33322
99011;Fairchild Air Force Base;WA;47.595572;-117.67344;-8;1;47.595572, -117.67344
99039;Waverly;WA;47.329704;-117.244981;-8;1;47.329704, -117.244981
99103;Almira;WA;47.721863;-118.95554;-8;1;47.721863, -118.95554
99129;Fruitland;WA;48.003202;-118.21339;-8;1;48.003202, -118.21339
99151;Marcus;WA;48.664206;-118.06417;-8;1;48.664206, -118.06417
99171;Saint John;WA;47.11653;-117.63938;-8;1;47.11653, -117.63938
99208;Spokane;WA;47.740491;-117.43916;-8;1;47.740491, -117.43916
99218;Spokane;WA;47.751674;-117.4124;-8;1;47.751674, -117.4124
99260;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99320;Benton City;WA;46.263399;-119.47909;-8;1;46.263399, -119.47909
98002;Auburn;WA;47.304221;-122.21602;-8;1;47.304221, -122.21602
98010;Black Diamond;WA;47.317802;-122.01479;-8;1;47.317802, -122.01479
98034;Kirkland;WA;47.71828;-122.19702;-8;1;47.71828, -122.19702
98118;Seattle;WA;47.543348;-122.27496;-8;1;47.543348, -122.27496
98251;Gold Bar;WA;47.851713;-121.66644;-8;1;47.851713, -121.66644
98253;Greenbank;WA;48.085852;-122.57129;-8;1;48.085852, -122.57129
98275;Mukilteo;WA;47.916148;-122.30293;-8;1;47.916148, -122.30293
98304;Ashford;WA;46.75523;-122.01544;-8;1;46.75523, -122.01544
98315;Silverdale;WA;47.720777;-122.71309;-8;1;47.720777, -122.71309
98327;Dupont;WA;47.088719;-122.64326;-8;1;47.088719, -122.64326
98333;Fox Island;WA;47.244053;-122.6199;-8;1;47.244053, -122.6199
98377;Randle;WA;46.525156;-121.85094;-8;1;46.525156, -121.85094
98406;Tacoma;WA;47.26302;-122.49518;-8;1;47.26302, -122.49518
98485;South Prairie;WA;47.140655;-122.100892;-8;1;47.140655, -122.100892
98531;Centralia;WA;46.728383;-122.95142;-8;1;46.728383, -122.95142
98813;Bridgeport;WA;47.999618;-119.66129;-8;1;47.999618, -119.66129
98826;Leavenworth;WA;47.728186;-120.73874;-8;1;47.728186, -120.73874
98935;Mabton;WA;46.177732;-120.02966;-8;1;46.177732, -120.02966
98937;Naches;WA;46.71207;-120.97097;-8;1;46.71207, -120.97097
98950;Vantage;WA;46.880413;-119.98939;-8;1;46.880413, -119.98939
99036;Valleyford;WA;47.52507;-117.27054;-8;1;47.52507, -117.27054
99347;Pomeroy;WA;46.44754;-117.57295;-8;1;46.44754, -117.57295
98003;Federal Way;WA;47.311072;-122.31188;-8;1;47.311072, -122.31188
98054;Redondo;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98261;Lopez Island;WA;48.481655;-122.88271;-8;1;48.481655, -122.88271
98323;Carbonado;WA;47.035525;-121.951;-8;1;47.035525, -121.951
98370;Poulsbo;WA;47.743302;-122.63041;-8;1;47.743302, -122.63041
98409;Tacoma;WA;47.208987;-122.48053;-8;1;47.208987, -122.48053
98418;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98557;Mccleary;WA;47.054419;-123.2739;-8;1;47.054419, -123.2739
98570;Onalaska;WA;46.593526;-122.65346;-8;1;46.593526, -122.65346
98610;Carson;WA;45.801513;-121.91147;-8;1;45.801513, -121.91147
98614;Chinook;WA;46.282397;-123.93844;-8;1;46.282397, -123.93844
98616;Cougar;WA;46.06517;-122.29411;-8;1;46.06517, -122.29411
98684;Vancouver;WA;45.627459;-122.52023;-8;1;45.627459, -122.52023
98687;Vancouver;WA;45.801586;-122.520347;-8;1;45.801586, -122.520347
99159;Odessa;WA;47.338736;-118.70235;-8;1;47.338736, -118.70235
99160;Orient;WA;48.86407;-118.20557;-8;1;48.86407, -118.20557
99220;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99335;Kahlotus;WA;46.648121;-118.55652;-8;1;46.648121, -118.55652
99356;Roosevelt;WA;45.816528;-120.28372;-8;1;45.816528, -120.28372
99536;Kennewick;WA;46.216706;-119.160173;-8;1;46.216706, -119.160173
98021;Bothell;WA;47.790653;-122.22021;-8;1;47.790653, -122.22021
98022;Enumclaw;WA;47.193729;-121.91915;-8;1;47.193729, -121.91915
98027;Issaquah;WA;47.522828;-122.02921;-8;1;47.522828, -122.02921
98032;Kent;WA;47.388254;-122.25932;-8;1;47.388254, -122.25932
98092;Auburn;WA;47.297285;-122.16328;-8;1;47.297285, -122.16328
98102;Seattle;WA;47.63287;-122.32253;-8;1;47.63287, -122.32253
98185;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98208;Everett;WA;47.893451;-122.19797;-8;1;47.893451, -122.19797
98272;Monroe;WA;47.860245;-121.93734;-8;1;47.860245, -121.93734
98310;Bremerton;WA;47.58675;-122.62371;-8;1;47.58675, -122.62371
98352;Sumner;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98353;Manchester;WA;47.553289;-122.54535;-8;1;47.553289, -122.54535
98368;Port Townsend;WA;48.100255;-122.79736;-8;1;48.100255, -122.79736
98372;Puyallup;WA;47.198591;-122.27131;-8;1;47.198591, -122.27131
98503;Lacey;WA;47.027082;-122.80359;-8;1;47.027082, -122.80359
98547;Grayland;WA;46.781978;-124.08111;-8;1;46.781978, -124.08111
98586;South Bend;WA;46.560786;-123.85214;-8;1;46.560786, -123.85214
98606;Brush Prairie;WA;45.73451;-122.48034;-8;1;45.73451, -122.48034
98609;Carrolls;WA;46.071482;-122.864838;-8;1;46.071482, -122.864838
98622;Heisson;WA;45.801586;-122.520347;-8;1;45.801586, -122.520347
98667;Vancouver;WA;45.801586;-122.520347;-8;1;45.801586, -122.520347
98672;White Salmon;WA;45.786727;-121.47523;-8;1;45.786727, -121.47523
98811;Ardenvoir;WA;47.737028;-120.37126;-8;1;47.737028, -120.37126
98848;Quincy;WA;47.18227;-119.85868;-8;1;47.18227, -119.85868
98922;Cle Elum;WA;47.19377;-120.91733;-8;1;47.19377, -120.91733
98952;White Swan;WA;46.377579;-120.7144;-8;1;46.377579, -120.7144
99026;Nine Mile Falls;WA;47.801194;-117.59325;-8;1;47.801194, -117.59325
99040;Wellpinit;WA;47.863857;-118.03661;-8;1;47.863857, -118.03661
99124;Elmer City;WA;47.998468;-118.95248;-8;1;47.998468, -118.95248
99165;Pullman;WA;46.838747;-117.644337;-8;1;46.838747, -117.644337
98006;Bellevue;WA;47.562975;-122.1526;-8;1;47.562975, -122.1526
98015;Bellevue;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
